start_date,end_date,resp_type,ip_add,progress,dur_sec,finished,rec_date,resp_ID,loc_lat,loc_long,user_lang,agree,bee_country,bee_region,birth_year,gender,educ_highest,bk_years,est_hives,type_hives,type_hives_text,bee_prof,bee_move,insp_hives,atb_int,atb_treat,med_trtmnts,use_atb_for,use_atb_txt,get_atb,get_atb_txt,need_scrp,need_scrp_txt,how_atb,info_atb,info_atb_txt,use_nolab,know_atb,agr_no_eat,know_atb_res,know_resist,atb_fail,agr_work,vet_risk,atb_imp,exp_resist,int_bht,int_otc,prof_groups,bee_train,int_bkconn,add_comm,q_lang,region
2019-08-14 13:03:57,2019-08-14 13:14:57,0,81.97.220.73,100,660,1,2019-08-14 13:14:58,R_eVQ0bCwFYeUqNK9,55.622299,-4.5007935,EN,1,171,,31,1,2,40,8,11,Modified National,6,11,6,"2,4",2,"MAQS strips, Oxalic Acid",4,No antibiotics are allowed in the UK in general,5,No Possession of antibiotics for beekeeping,3,"In UK, if allowed then used by Inspectorate",2,"1,8,9,6",Govt. Inspectors,2,6,1,4,4,,1,4,2,1,4,1,Scottish Beekeepers' Association,Bee Health Advisory Days,10,,EN,UK
2019-08-09 09:08:13,2019-08-09 09:09:49,0,213.181.47.137,36,96,0,2019-08-16 09:10:25,R_10POjOs0Pdnd88A,,,FR,1,185,,73,1,3,11,6,10,,6,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,Continental Europe
2019-08-21 09:24:04,2019-08-21 09:31:58,0,2.98.243.22,100,473,1,2019-08-21 09:31:58,R_UAD48RdTigsYtJD,51.568604,.0077056885,EN,1,171,,30,2,4,6,2,11,National ,6,11,8,4,2,,6,,5,Have never used an antibiotic on a bee,1,,2,"1,9,4",,1,5,1,4,4,5,1,5,3,1,4,1,BBKA,"Basic Training, ongoing lecturers",7,,EN,UK
2019-08-21 10:19:51,2019-08-21 10:23:41,0,81.132.83.141,100,229,1,2019-08-21 10:23:41,R_1doytPKJLoLJtFG,53.113098,-1.6593018,EN,1,171,,,,,8,2,11,National,6,11,6,4,2,,6,,,,,,,9,,2,2,1,4,4,,1,5,3,1,,1,"Baka, local association ","Basic assessment, local sessions",7,,EN,UK
2019-08-21 11:50:05,2019-08-21 11:53:32,0,77.99.100.199,100,206,1,2019-08-21 11:53:33,R_rqLno8lB1DoCST7,51.318802,-2.2033997,EN,1,171,,,3,4,5,2,11,WBC,6,11,8,"2,4",2,,6,,,,,,,9,,2,1,1,4,4,5,1,5,3,1,4,1,BBKA,Beginners' Beekeeping course,7,,EN,UK
2019-08-21 11:55:42,2019-08-21 12:08:24,0,81.152.178.97,100,761,1,2019-08-21 12:08:25,R_1mfwIwatdAB5gZn,53.1772,-2.5334015,EN,1,171,,33,1,4,39,26,11,Dadant,6,11,6,"2,4",2,formic acid. oxalic acid,,,,,,,,9,,3,3,1,4,4,1,1,5,1,1,5,2,The British Beekeepers' Association. The British Bee Farmers' Association. The Bee Improvement and Bee Breeding Association. ,"Many courses in England over the past ten years, on queen-breeding, disease treatment, etc.",6,A lot of this survey is obviously not appropriate to beekeepers in the UK as we have a Bee Disease Inspectorate which handles all outbreaks of Foulbrood and takes them out of the hands of the individual beekeepers. Antibiotics are therefore almost never used in the UK - a colony suffering from AFB or EFB is usually destroyed.,EN,UK
2019-08-21 16:31:19,2019-08-21 16:38:25,0,92.8.213.155,100,426,1,2019-08-21 16:38:26,R_2ts9eeOxfiHH0tn,53.361496,-1.5070038,EN,1,171,,36,2,4,18,2,11,modified national,6,,8,4,2,Hive Alive; Apiguard; MAQs,6,,,,1,,2,"9,4",,,1,1,4,4,5,3,5,3,1,4,2,BBKA and local association,BBKA modules. spring convention,8,,EN,UK
2019-08-21 16:40:07,2019-08-21 16:54:55,0,92.20.254.186,100,887,1,2019-08-21 16:54:55,R_2EgwIsUyIxfRW0q,51.357407,1.0655975,EN,1,171,,21,1,3,44,17,11,British National,6,11,3,,2,,6,,,,,,,"9,3,4",,2,6,1,4,4,2,1,4,3,1,4,2,Kent Beekeepers Association/British Beekeepers Association/NBU/DEFRA,,9,"The longer that bees are treated with medications, the longer it will take for them to develop resistance. I follow Tom Seeley's approach",EN,UK
2019-08-21 16:55:37,2019-08-21 17:05:15,0,98.114.134.190,100,577,1,2019-08-21 17:05:15,R_2xzTBTKskJny9bN,39.830002,-75.415497,EN,1,98,41,26,1,4,54,6,4,,6,11,8,4,2,MAQS (Formic Acid) ,6,,5,Not Applicable,3,I would if required,,"2,3,5",,3,2,1,4,4,5,1,5,2,1,5,2,,none,8,"I have ""jokingly"" asked a veterian friend if he would perscrive antobiotics if required for my bees, i.e. AFB, of EFB, He knows nothing about bees, thus would need to takemy word if antibiotics are required",EN,North America
2019-08-22 00:44:22,2019-08-22 00:53:15,0,86.190.70.162,100,532,1,2019-08-22 00:53:15,R_1K9pgB7gRzVmBao,50.873596,-2.9627075,EN,1,171,,33,2,1,21,5,11,National ,6,11,8,,2,VarroaMed   Apiguard,6,,,,,,,,,,1,1,4,4,,1,4,3,,4,1,BBKA,Local corse from national bee inspectors,10,,EN,UK
2019-08-22 01:10:32,2019-08-22 01:16:13,0,86.137.249.131,100,340,1,2019-08-22 01:16:14,R_2Pze0iUaUo5jGJe,54.524307,-1.5503998,EN,1,171,,36,1,3,13,20,11,British National ,6,10,6,4,2,Oxalic acid for Varroa ,6,,5,Donât use,2,,2,9,,3,2,1,4,4,5,1,4,3,2,4,1,BBKA ,BBKA Advanced Husbandry ,8,Antibiotics not legal to use in UK without NBU input,EN,UK
2019-08-22 02:20:18,2019-08-22 02:25:21,0,79.73.178.27,100,302,1,2019-08-22 02:25:21,R_3qEu8TluhwqUeWh,53,-2.1833038,EN,1,171,,48,2,3,14,15,11,UK National 14x12,6,11,6,4,2,"MAQS, oxalic acid",6,,,,,,,,,2,1,1,5,4,5,3,4,2,1,4,1,BBKA,BBKA correspondence course - all modules for advanced theory,9,,EN,UK
2019-08-22 04:35:26,2019-08-22 04:45:24,0,86.150.21.90,100,598,1,2019-08-22 04:45:24,R_2XbnJ9PQSMKOyEX,51.632706,-3.9449005,EN,1,171,,38,1,4,17,3,11,British Standard National,6,11,8,1,2,Apisan Thymol for Varroa. This is not an antibiotic.,6,,,,,,,,,,1,1,4,4,1,1,5,,1,4,1,BBKA and local branches,,8,We don't use antibiotics in beekeeping much in the UK. Hence my answers are a bit vague. We do treat Varroa with an increasing number of products,EN,UK
2019-08-22 07:02:18,2019-08-22 07:19:07,0,92.12.239.128,100,1009,1,2019-08-22 07:19:08,R_3gS0f8pyJkUQI8Z,53.788101,-1.6007996,EN,1,171,,36,2,4,,,11,BS National,6,11,6,"2,4",2,"MAQS strips, Api-Bioxal",6,,5,"On occasion, in the UK a Bee Inspector may use antibiotics to treat EFB",1,,,"7,1",,2,1,1,4,4,5,1,5,3,1,4,1,BBKA; BIBBA; NBU,BBKA modules training; NBU Bee Health training; YBKA General Husbandry training,7,"Again, the phrasing of the questions make them difficult to answer. Are you asking me to respond in general or just if I have used the medicaments described?",EN,UK
2019-08-22 08:43:41,2019-08-22 08:48:27,0,86.14.224.139,100,286,1,2019-08-22 08:48:28,R_PHu9HEcMGrzbddf,53.7939,-1.7521057,EN,1,171,,35,2,1,14,7,11,National,6,11,6,2,2,,6,,,,,,,,,2,5,1,4,4,5,1,5,4,1,4,1,Airedale BKA,"British BKA Modules, Yorkshire BKA Modules",7,,EN,UK
2019-08-22 11:02:35,2019-08-22 11:09:56,0,86.15.242.246,100,441,1,2019-08-22 11:09:57,R_3VIuH8p81aSh6il,51.240601,-.10040283,EN,1,171,,34,1,2,24,3,11,National,6,11,6,"2,4",2,"Apiguard, MAQS strips",6,,5,Not applicable but if it was necessary for autumn EFB treatment it would be via a government bee inspector. ,3,In UK we are not permitted to administer antibiotics,,6,UK National Bee Unit,2,3,1,4,4,,1,4,3,3,4,1,"British Beekeepers Association, Bee Farmers Association, National Honey Show",British Beekeepers Association Master Beekeeper,10,,EN,UK
2019-08-22 13:07:18,2019-08-22 13:12:23,0,217.180.35.20,100,304,1,2019-08-22 13:12:24,R_3O1TSGkoDg5NNOl,51.811401,-.11659241,EN,1,171,,58,1,4,11,1,11,National,6,11,3,4,2,Apiguard,6,,,,,,,,,2,5,1,5,4,5,1,5,2,1,4,1,"BBKA, National Bee Unit, DEFRA, BeeBase","Preparation for BBKA modules 1,2,3,6",7,,EN,UK
2019-08-22 15:59:45,2019-08-22 16:06:14,0,90.246.195.173,100,389,1,2019-08-22 16:06:14,R_2xxa0AGvdYjzFbp,52.2836,-1.5814056,EN,1,171,,40,1,4,6,2,11,WBC,6,11,6,"1,2,4",2,"ApiLife Var, Oxalic acid",6,,,,1,,,"9,3,4",,2,2,1,4,4,5,1,4,3,1,4,1,British Beekeepers Association,,8,,EN,UK
2019-08-23 04:16:09,2019-08-23 04:20:13,0,87.242.219.6,100,243,1,2019-08-23 04:20:14,R_Zgbn2TYNivuUdZD,53.373306,-1.9875031,EN,1,171,,48,1,4,7,2,11,National,6,11,6,"2,4",2,,,,,,,,,"2,9,4",,2,1,1,5,4,5,1,5,3,1,4,1,"BBKA, Cheshire Beekeepers",Basic Training,8,,EN,UK
2019-08-23 04:35:34,2019-08-23 04:42:42,0,81.155.35.13,100,427,1,2019-08-23 04:42:42,R_2eQ0PYleVJHxjwx,53.387497,-2.3484955,EN,1,171,,13,1,3,54,10,11,UK national,6,11,3,2,2,oxalic acid,6,,,,2,,2,"9,4",,3,3,1,4,4,2,1,5,2,3,4,2,,I run courses in microscopy for beekeepers,8,,EN,UK
2019-08-23 04:55:51,2019-08-23 05:01:33,0,84.92.83.161,100,342,1,2019-08-23 05:01:34,R_1FaoeIbznjxeOTt,51.496399,-.12240601,EN,1,171,,45,2,3,8,4,11,WBC and British standard national,6,11,6,4,2,,,,,,1,,,,,,3,1,4,4,5,1,4,3,1,4,1,British beekeepers association,"Bee health certificate training, bee health course, national and area bbka conference s",10,,EN,UK
2019-08-23 07:27:27,2019-08-23 07:31:34,0,81.156.224.68,100,247,1,2019-08-23 07:31:35,R_2YyVyApFPaJKyJa,50.929794,-2.9640045,EN,1,171,,37,2,4,15,3,11,national,6,11,8,4,2,,6,,5,n/a,2,,2,9,,1,5,1,4,4,1,1,5,3,1,4,1,wdbka edbka bbka,meetinfgs and beginners course,7,already get emails from beebase/defra,EN,UK
2019-08-23 07:30:51,2019-08-23 07:40:32,0,92.23.47.13,100,581,1,2019-08-23 07:40:33,R_A4BrNRiCSzoOuVb,50.716705,-2,EN,1,171,,68,1,3,5,2,11,National & WBC,5,11,6,2,2,,6,,,,,,,,,2,5,1,5,4,5,1,5,3,1,4,2,WDBKA,Bee Health Day - Shillingstone,8,,EN,UK
2019-08-23 08:26:17,2019-08-23 08:36:35,0,86.162.245.65,100,618,1,2019-08-23 08:36:36,R_1JRYkwPwhlUydFO,53.553604,-3.0682068,EN,1,171,,30,1,4,39,15,11,National,6,10,6,4,2,MAQS (Formic Acid strips); Oxalic Acid.,6,,5,I do not use antibiotics.,3,N/A.See above.,2,"2,9,4",,2,1,1,4,4,5,1,5,3,1,4,1,BBKA; National Bee Unit; DEFRA.,Microscopy; General Husbandry; Queen Rearing.,10,,EN,UK
2019-08-23 10:27:32,2019-08-23 10:38:11,0,86.149.132.106,100,639,1,2019-08-23 10:38:12,R_1FmmihUPVeAFC7X,53.1772,-2.5334015,EN,1,171,,42,2,4,5,4,11,National with deep brood boxes,6,11,6,2,2,"Apivar, Apiguard ","6,4",We do not use antibiotics for bee health in the UK. Regular government inspectors check apiaries for AFB and EFB along with other diseases. AFB indexed hives are destroyed and burned. ,5,We do not use antibiotics for bee health in the UK,3,We do not use antibiotics for bee health in the UK,,6,None required as we do not use them,1,5,1,4,4,5,1,5,3,1,4,2,"British Beekeepers Association, Cheshire Beekeepers Association ","Beginners bee keeping course, swarm control course, honey processing course, varroa treatment course, regular apiary and lecture training via our local association each month. ",10,,EN,UK
2019-08-23 11:26:50,2019-08-23 11:34:52,0,79.65.14.231,100,482,1,2019-08-23 11:34:53,R_2V9mtJU52la1RNK,52.453995,.050094604,EN,1,171,,32,2,2,12,7,11,National,6,11,3,4,2,,6,,,,,,2,9,,2,5,1,5,4,5,1,4,3,1,4,1,Essex Bee Keeping Association & Cambridge Bee Keeping Association,Beginners courses at both of the above,7,,EN,UK
2019-08-23 12:29:19,2019-08-23 12:34:47,0,86.177.255.69,100,328,1,2019-08-23 12:34:48,R_2ALmzKmdcu4m7pQ,54.767899,-1.5671997,EN,1,171,,41,3,3,12,2,11,,6,11,1,4,2,,6,,5,N/A,,,,9,,,5,1,4,4,,1,5,3,,4,1,Bbka,Local classes,8,I have not been able to get into my hives this year,EN,UK
2019-08-23 13:58:56,2019-08-23 14:05:31,0,86.179.193.166,100,394,1,2019-08-23 14:05:32,R_1LUWWEjggqYPlnz,53.303894,-2.2377014,EN,1,171,,38,2,4,13,14,11,national and WBC hives,6,11,6,4,2,"formic acid (MAQS strips), Oxalic acid in broodless periods and Thymol gel - all for varroa treatment","6,4",do not use antibiotics on my bees ,5,Not applicable,3,not applicable,,,,2,1,1,4,4,5,1,5,3,1,4,1,north staffordshire beekeepers' association,,8,,EN,UK
2019-08-25 02:26:01,2019-08-25 02:31:29,0,86.166.119.139,100,328,1,2019-08-25 02:31:30,R_2ritsawB3fhIhyu,55.803696,-4.2949066,EN,1,171,,44,1,4,24,12,11,WBC and UK National,6,11,6,4,2,,6,,5,Banned in UK unless issued by government inspector,3,,,6,,,2,1,4,4,5,1,5,3,1,4,1,ARPA,BBKA courses and exams,7,We already have a national government service in the uk that provides experts in bee diseases.,EN,UK
2019-08-25 03:02:25,2019-08-25 03:13:31,0,151.224.42.27,100,666,1,2019-08-25 03:13:32,R_21h8x2Ggp1ZIS8k,51.462296,-2.5502014,EN,1,171,,28,1,1,11,10,11,,6,11,6,4,2,,,,,,1,,,"9,6",UK Vetinary Medicines Directorate,2,3,1,4,4,5,1,4,3,1,5,2,BBKA,BBKA pests and diseases module,7,,EN,UK
2019-08-25 10:55:56,2019-08-25 11:01:43,0,2.102.37.150,100,346,1,2019-08-25 11:01:43,R_1rrDMDFUSqdgCvC,53.392899,-1.5455017,EN,1,171,,47,2,4,14,3,11,National,6,11,6,4,2,,6,,5,Never used,2,,,,,3,5,1,4,4,5,1,5,4,1,4,1,Bbka,,7,,EN,UK
2019-08-25 11:55:05,2019-08-25 12:04:11,0,151.224.42.27,100,546,1,2019-08-25 12:04:12,R_1eFTzgjVu1AVb1C,51.462296,-2.5502014,EN,1,171,,23,2,1,14,20,11,British Standard National,6,11,6,4,2,,6,,,,1,,,,,2,3,1,4,4,5,1,4,3,1,5,2,British Beekeepers Association,"BBKA Modules  1, 2, 3, 6",8,Antibiotics are rarely used in England,EN,UK
2019-08-25 14:04:44,2019-08-25 14:09:11,0,86.157.143.107,100,266,1,2019-08-25 14:09:11,R_3oGwDzJTM2o0TsW,54.521606,-1.232193,EN,1,171,,47,2,4,9,15,11,smith national,6,10,6,4,2,,6,,5,,2,,1,9,,2,2,1,5,5,1,1,4,3,1,4,1,bbka bibba,bibba bee breeding,10,,EN,UK
2019-08-25 15:51:36,2019-08-25 15:56:33,0,84.64.10.245,100,296,1,2019-08-25 15:56:33,R_2pJoEBeQ0ZZq7cF,51.488602,-.21620178,EN,1,171,,43,1,3,14,2,11,commercial,6,11,8,"1,2,4",2,Apiguard most years for Varroa,7,,5,beekeeping supplies,2,,2,"2,9,3",,2,5,1,4,4,5,1,4,4,1,4,1,babka,health days,7,,EN,UK
2019-08-26 04:06:09,2019-08-26 04:15:56,0,178.78.102.131,100,586,1,2019-08-26 04:15:56,R_yDakFID3ngn6vGV,53.749496,-.27259827,EN,1,171,,34,1,4,14,2,11,Nationalk,6,11,7,"2,4",2,,6,,5,Don't use antibiotics.  ,3,Don't know.  ,2,9,,2,1,1,4,4,1,1,5,3,1,4,1,BBKA,Numerous courses provided by my local beekeeping association.  ,7,,EN,UK
2019-08-19 04:28:44,2019-08-19 04:31:15,0,148.253.4.147,36,151,0,2019-08-26 04:31:50,R_3nlmQ3A1mpJdzKG,,,EN,1,171,,72,1,3,4,,11,,6,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN,UK
2019-08-26 11:12:44,2019-08-26 11:17:47,0,70.26.171.61,100,302,1,2019-08-26 11:17:47,R_1nPztSdBgM0VZfL,43.200104,-79.566299,EN,1,7,126,30,3,1,54,30,4,,6,11,8,"1,2,4",1,oxytetracycline,2,,9,,1,,"1,2","1,9,4,5",,2,3,1,4,4,2,1,5,3,1,4,1,,OBA EAS University of Guelph,7,,EN,North America
2019-08-26 11:14:43,2019-08-26 11:19:25,0,137.187.72.111,100,281,1,2019-08-26 11:19:26,R_XhTroW6wvSlaYTv,38.989304,-77.1586,EN,1,98,23,40,2,4,11,3,4,,6,11,8,4,2,,6,,,,1,,2,"9,5",,2,1,1,4,4,5,1,5,2,1,4,1,EAS,EAS conferences,7,,EN,North America
2019-08-26 11:10:45,2019-08-26 11:21:57,0,137.53.241.5,100,672,1,2019-08-26 11:21:57,R_2Ucqzue9YwTjst2,45.507294,-122.6929,EN,1,98,40,31,1,4,7,2,2,,6,11,3,2,2,,,,,,,,,,,,5,1,4,4,5,1,5,3,1,4,1,"Oregon Beekeepers, Tualitin Valley Beekeepers",Oregon Master (Apprentice),8,,EN,North America
2019-08-26 11:19:28,2019-08-26 11:26:41,0,209.152.44.211,100,433,1,2019-08-26 11:26:42,R_2D7GgVf6mAFLL44,45.524506,-122.6692,EN,1,98,40,44,2,4,16,12,"2,4",,6,11,6,4,2,only mite treatments,6,,,,2,,2,"2,9,3,4,5",,2,1,1,4,4,1,1,5,2,1,4,1,Portland Metro Beekeepers club,OSU Master Beekeeping Apprenticeship program,7,,EN,North America
2019-08-26 11:21:19,2019-08-26 11:27:29,0,172.58.39.118,100,370,1,2019-08-26 11:27:30,R_2P4HzCfSo7q6qgN,37.250702,-121.836,EN,1,98,8,63,1,2,6,20,4,,5,11,3,4,2,,6,,,,1,,,9,,2,1,1,4,4,1,1,5,3,1,4,1,,,9,,EN,North America
2019-08-26 11:28:28,2019-08-26 11:33:57,0,71.210.53.13,100,328,1,2019-08-26 11:33:57,R_3rTgcAMYA9l1Czy,35.990402,-77.846802,EN,1,98,36,41,1,4,19,20,4,,6,11,8,4,2,,6,,,,1,,2,"1,5",,4,6,1,4,4,,1,,3,1,4,1,NC State Beekeepers Association,,6,,EN,North America
2019-08-26 11:19:19,2019-08-26 11:35:20,0,12.49.55.182,100,960,1,2019-08-26 11:35:20,R_3kb4IPV0mu11NXa,41.315201,-88.610001,EN,1,98,16,39,2,2,8,7,4,,6,11,8,,2,,6,,,,2,,,"3,4,5,6",Bee Inspector,3,5,1,4,4,5,1,5,4,1,4,1,"Illinois Beekeepers Assoc., Illinois Valley Beekeepers Assoc, I have a mentor","Beginning beekeeper class, 2nd year beekeeper class, Numerous on line classes",7,,EN,North America
2019-08-26 11:42:32,2019-08-26 11:47:06,0,138.254.133.84,100,273,1,2019-08-26 11:47:06,R_1mgfCLXupuuLFRz,33.104706,-96.092697,EN,1,98,46,33,1,4,5,,4,,,11,6,"1,2,4,5",2,,,,,,2,,,9,,2,5,1,5,5,5,1,5,4,1,4,1,,,7,,EN,North America
2019-08-26 11:47:10,2019-08-26 11:51:54,0,5.151.46.35,100,283,1,2019-08-26 11:51:55,R_3HLcVYgJj0yahPO,52.4814,-1.8997955,EN,1,98,9,43,3,2,11,5,"2,4",,5,11,3,1,2,,6,,,,,,,,,3,5,1,5,4,5,1,5,3,1,4,1,"WAS, CSBA",Montana beekeepers masters certificate,8,,EN,North America
2019-08-26 12:14:10,2019-08-26 12:20:17,0,99.69.17.83,100,366,1,2019-08-26 12:20:17,R_2YgrVI4ipTjPMr1,35.918198,-79.003502,EN,1,98,36,28,1,3,12,12,"4,11","Horizontal Langstroth, observation",6,11,3,"2,4",2,,6,,,,1,,2,"2,9,5",,2,2,2,4,4,5,1,5,3,1,4,2,"NCSBA, Chatham County Beekeepers Association ",Chatham County Bee School,7,,EN,North America
2019-08-26 12:27:58,2019-08-26 12:37:16,0,50.109.118.225,100,557,1,2019-08-26 12:37:17,R_1OiTz3g47p8q9Mm,40.148697,-88.9627,EN,1,87,,17,1,3,48,5,4,,6,11,8,"1,2,5",2,Formic Pro (formic acid) strips,6,,,,2,,,,,2,2,1,4,4,5,1,5,3,1,4,1,"IL Beekeepers Association, Central Eastern IL Beekeepers Association","U of IL symposia, Association meetings",8,,EN,North America
2019-08-26 13:01:40,2019-08-26 13:05:13,0,90.221.151.107,100,212,1,2019-08-26 13:05:13,R_rqi7NehhaGVAKmB,53.334702,-1.352005,EN,1,171,,44,1,4,20,35,11,National,5,11,8,4,2,,6,,,,,,2,,,,1,1,4,4,5,1,5,2,1,4,1,"BBKA, BIBBA",several,7,,EN,UK
2019-08-26 13:11:22,2019-08-26 13:17:29,0,109.153.124.195,100,366,1,2019-08-26 13:17:29,R_29unIILyLa297Ie,51.850098,.3092041,EN,1,171,,33,1,4,12,5,11,UK National,6,11,6,4,2,,6,,5,not applicable,,,,,,1,5,1,4,4,5,1,4,3,1,4,1,BBKA,"Asian Hornet challenge, Bee Health ",7,,EN,UK
2019-08-26 13:16:23,2019-08-26 13:24:49,0,71.79.154.165,100,505,1,2019-08-26 13:24:49,R_2Vs7QgJDqqeDb1m,41.039001,-81.738098,EN,1,98,38,39,2,3,7,4,4,,6,11,6,4,2,,,,,,1,,2,"3,6",MDâs,,5,,5,4,5,1,5,2,1,4,1,Tri County Beekeepers Assoc.,Bee conference at OARDC every year,7,,EN,North America
2019-08-26 13:23:32,2019-08-26 13:29:18,0,82.46.1.69,100,345,1,2019-08-26 13:29:19,R_qCRT5UGMJqrUuNr,52.416702,-1.7832947,EN,1,171,,41,2,3,9,2,4,,6,11,7,6,2,None - UK does not treat bees with Antibiotics,"6,4",None - UK does not treat bees with Antibiotics,5,None - UK does not treat bees with Antibiotics,1,,,"1,9",,3,1,1,4,4,5,1,4,3,,4,1,BBKA NBU,Healthy hive training days,10,UK relies on NBU for vetrinary checks of bees,EN,UK
2019-08-26 13:28:52,2019-08-26 13:32:05,0,86.186.90.161,100,193,1,2019-08-26 13:32:06,R_2Vwp4h5zPmuMprP,53.799606,-1.0406036,EN,1,171,,57,2,4,7,4,11,British standard national,6,11,7,"2,4",2,"Amitraz, formic acid",6,,,,,,,,,2,1,3,4,4,,1,,3,,4,1,British beekeeping association ,Queen rearing,10,,EN,UK
2019-08-26 13:38:52,2019-08-26 13:50:01,0,213.119.67.182,100,668,1,2019-08-26 13:50:01,R_3D6mfZ3hmOGWkSu,50.889008,3.427597,NL,1,185,,36,1,3,11,24,11,Simplex,6,,8,"2,4",2,Oxaalzuur,,,,,1,,,,,2,1,1,4,4,5,1,4,3,2,4,1,De Mandelbie/Roeselare - De Kasteelbie/Ingelmunster - Deinse Imkersbond/Deinze - KonVIB/Vlaanderen,Imkeropleiding 3 jaar - opleiding Koninginnenteelt,7,,NL,Continental Europe
2019-08-26 13:41:44,2019-08-26 13:53:46,0,146.168.45.204,100,722,1,2019-08-26 13:53:47,R_2XbbtJBcK7zcAx3,41.067993,-76.085701,EN,1,98,41,31,1,2,11,37,4,,6,11,8,6,2,,6,,,,,,,3,,3,2,2,4,4,5,1,5,3,1,4,1,"EAS, ABF, PA State Beekeepers",,8,,EN,North America
2019-08-26 14:33:00,2019-08-26 14:40:27,0,66.173.93.94,100,447,1,2019-08-26 14:40:28,R_1LZ1knIIyEZUqb4,46.988403,-94.503304,EN,1,98,26,46,2,4,17,2,4,,6,11,8,4,2,I have used Fumagilin-B in the past (more than 2 years ago),1,,5,Beekeeping supply house,3,No prescriptions were needed when I used this product.,2,"7,2,4,5",,2,3,1,4,4,1,1,5,3,1,4,1,North Central Beekeepers Association in Central Minnesota,,7,,EN,North America
2019-08-26 14:47:11,2019-08-26 14:56:24,0,174.233.2.178,100,553,1,2019-08-26 14:56:25,R_3BDg6Zsj2YT5SUN,39.632004,-84.263397,EN,1,98,38,19,1,4,7,3,4,,6,11,8,1,2,None,6,,,,2,,,3,,3,3,1,4,4,2,1,5,2,1,4,1,Swoba,,7,,EN,North America
2019-08-26 16:48:37,2019-08-26 16:58:06,0,109.152.92.35,100,569,1,2019-08-26 16:58:07,R_2Yumr3DatDk6vQG,52.566696,-2.0666962,EN,1,171,,41,2,2,11,10,11,National,6,11,6,4,2,,6,,5,I do not use antibiotics in my hives,1,,2,6,I do not use antibiotics,2,5,1,4,4,5,1,5,3,1,4,1,BBKA,"BBKA Basic, Modules 1,2 and3",7,,EN,UK
2019-08-26 16:58:15,2019-08-26 17:06:24,0,107.77.225.68,100,489,1,2019-08-26 17:06:25,R_27kutrFuPU5zxIf,40.849396,-73.901604,EN,1,98,48,44,1,3,31,,4,,6,10,8,4,2,Formic and oxalic acid ,6,,,,1,,2,"7,1",,3,6,1,4,4,5,1,5,3,1,5,2,Too many to list,Only attanded workshops and one class on Biodynamic beekeeping,7,Need to include a Not Applicable answer to some questions,EN,North America
2019-08-26 18:34:23,2019-08-26 18:41:42,0,98.212.195.116,100,438,1,2019-08-26 18:41:43,R_3rZJ7RCvQLbTKbw,42.022095,-88.170502,EN,1,98,16,36,1,2,34,45,4,,5,11,8,4,2,"Apiguard, Oxalic Acid",6,,,,1,,,,,2,2,1,4,4,,1,5,3,1,4,1,"ABF, EHS, HAS, Start Associations ",Yearly meetings fronabove,7,,EN,North America
2019-08-26 18:42:35,2019-08-26 18:48:46,0,69.118.58.16,100,370,1,2019-08-26 18:48:47,R_1H2xKQAnJaRwwnD,40.810806,-73.366699,EN,1,98,35,42,1,1,6,5,4,,6,11,6,"1,4",2,"Formic Pro, Oxalic Acid, Apiguard,  Essential oils",6,,,,1,,"1,2","2,9,3,4,5",,2,2,1,4,4,5,1,5,3,1,4,1,"EAS, LIBC, VA state beekeeping association ","Beginners, intermediate, 1 day sessions, workshops",8,,EN,North America
2019-08-26 19:27:19,2019-08-26 19:33:21,0,71.30.64.82,100,361,1,2019-08-26 19:33:21,R_2Cmu09w8l7MFqgt,33.973907,-81.234497,EN,1,98,36,37,2,3,9,15,4,,6,11,8,"2,4",2,,6,,,,1,,2,"1,8,9,3",,2,1,1,4,4,5,1,5,3,1,4,2,"Rowan County Beekeepers Association, North Carolina State Beekeepers Association","Basic Beekeeping course, state conferences, monthly beekeepers meetings",7,,EN,North America
2019-08-26 19:37:48,2019-08-26 19:46:08,0,216.9.163.79,100,500,1,2019-08-26 19:46:09,R_1NC70wHOTdxLF1k,40.024796,-79.080803,EN,1,98,41,42,2,3,8,4,4,,6,11,6,2,2,,"1,3",,,,1,,2,"2,9,3,4,5",,2,1,1,4,4,5,1,4,3,1,4,1,"PA State Beekeepers Assoc, EAS, Honeybee Health Coalition","beginning beekeeper course @ Allegheny college, various seminars ie queen rearing & grafting, etc",7,,EN,North America
2019-08-26 20:04:41,2019-08-26 20:10:28,0,24.130.3.204,100,347,1,2019-08-26 20:10:29,R_yvSKqQ2aau7x34R,37.720093,-121.919,EN,1,98,8,40,2,3,6,4,4,,6,11,8,4,1,,"1,2",,"3,10",,2,,2,"2,9,3",,2,2,1,4,4,1,1,4,3,1,4,1,"Alameda County Beekeepers Association, Mount Diablo Beekeepers Association","Randy Oliver seminar (scientificbeekeeping.com), UC Davis Honey and Pollination Center, EL NiÃ±o Bee Lab @UC Davis",9,,EN,North America
