start_date,end_date,resp_type,ip_add,progress,dur_sec,finished,rec_date,resp_ID,loc_lat,loc_long,user_lang,agree,bee_country,bee_region,birth_year,gender,educ_highest,bk_years,est_hives,type_hives,type_hives_text,bee_prof,bee_move,insp_hives,ex_nosema,ex_af,ex_ef,know_nosema,know_ef,know_af,rec_nos,rec_af,rec_ef,use_nos,use_ef,use_af,use_dys,use_forg,use_dab,use_var,use_feed,use_repq,use_abtc,feas_dys,feas_forg,feas_deb,feas_var,feas_feed,reas_repq,feas_atbc,feas_breed,use_insp,use_odor,use_ropi_afb,use_afb_efb,use_comkit,use_distools,use_procwax,use_prevlab,use_dislab,use_shook,use_shook_all,use_atbc_afb,use_afb_dest,use_dest_all,use_afb_quick,use_afb_q,int_bht,int_otc,prof_groups,bee_train,int_bkconn,add_comm,q_lang,region
2019-08-14 13:15:06,2019-08-14 13:29:28,0,81.97.220.73,100,862,1,2019-08-14 13:29:29,R_1DYKGxJC8tXLi9R,55.622299,-4.5007935,EN,4,171,,31,1,2,40,8,11,Modified National,5,11,6,1,9,8,4,4,4,3,2,2,5,5,5,4,7,3,,7,5,3,7,7,7,7,7,7,3,5,6,6,5,7,3,7,6,5,7,5,5,3,7,7,7,5,4,4,Scottish Beekeepers' Association,Bee Health Days,4,"In the UK, beekeepers suspecting their colonies to be suffering from any of the foul broods are required to contact the inspectorate and have them examine their colonies.  Your survey requires to be corrected for UK purposes as no antibiotic treatments are allowed in Scotland in particular.  Some of your questions are not suitable for the UK beekeeping practices.",EN,UK
2019-08-08 05:20:13,2019-08-08 05:24:46,0,105.178.116.198,53,273,0,2019-08-15 05:25:05,R_1ddjEGC7Uo6hSLR,,,FR,4,22,,57,1,3,7,4,4,,5,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,
2019-08-21 09:32:14,2019-08-21 09:45:19,0,2.98.243.22,100,784,1,2019-08-21 09:45:20,R_3F5lsJjvRHyjfZ7,51.568604,.0077056885,EN,4,171,,30,2,4,6,2,11,National ,5,11,8,1,9,11,2,3,2,1,1,1,4,5,5,6,5,7,3,3,3,6,6,3,3,7,7,5,4,4,6,6,7,7,6,7,3,7,7,7,4,6,6,7,7,7,4,4,BBKA,"Basic Training, ongoing lectures ",2,,EN,UK
2019-08-21 10:23:49,2019-08-21 10:30:07,0,81.132.83.141,100,378,1,2019-08-21 10:30:08,R_esq2xxU1xbuTC13,53.113098,-1.6593018,EN,4,171,,,,,8,2,11,National,5,11,6,1,9,11,3,3,3,1,1,1,4,4,4,6,6,4,5,5,5,6,6,6,5,6,6,6,5,4,5,6,6,6,4,7,6,3,6,6,3,4,6,6,7,5,5,4,"Baka, local association ","Basic assessment, local sessions",2,,EN,UK
2019-08-21 11:53:42,2019-08-21 12:00:25,0,77.99.100.199,100,403,1,2019-08-21 12:00:26,R_20UuZTttIoJsN4v,51.318802,-2.2033997,EN,4,171,,,3,4,5,2,11,WBC,5,11,8,1,9,8,2,2,2,1,1,1,4,5,5,6,6,5,6,4,3,5,7,6,6,7,7,6,5,3,7,6,7,5,7,7,6,5,7,6,4,4,7,5,7,7,4,4,BBKA,Beginners' Beekeeping course,2,,EN,UK
2019-08-21 12:13:20,2019-08-21 12:18:54,0,86.14.224.153,100,334,1,2019-08-21 12:18:55,R_3hAx0Tty4TPXtMi,53.7939,-1.7521057,EN,4,171,,71,2,2,5,1,11,National,5,11,7,1,8,9,2,2,2,1,1,1,5,5,5,5,5,5,5,5,3,5,6,3,3,5,6,3,5,3,,,,,,,,,,,,,,,,,4,4,Airedale beekeepers association,,2,,EN,UK
2019-08-21 13:05:06,2019-08-21 13:14:28,0,176.35.191.224,100,561,1,2019-08-21 13:14:28,R_2w7wtlyMPHabc00,51.496399,-.12240601,EN,4,171,,20,2,3,34,4,11,BritishNational,5,11,4,1,9,8,4,4,4,3,2,3,5,5,5,7,7,4,3,7,3,3,7,7,7,3,7,3,3,4,6,6,7,7,7,7,7,7,7,7,7,3,5,7,7,7,5,5,British beekeeping Association (BBKA),Numerous run by the National bee Unit (UK) and by BBKA,3,AFB shouls be regarded as fr more serious than EFB.  Your questions put them as equal. The UK destroy colonies with AFB as mandatory.,EN,UK
2019-08-21 13:19:33,2019-08-21 13:27:26,0,86.163.63.65,100,473,1,2019-08-21 13:27:27,R_3nVozDTT6cVxv0P,52.1371,-1.6667938,EN,4,171,,35,1,3,54,20,11,National,5,11,8,1,11,8,3,3,3,3,1,2,5,5,5,7,7,,3,3,7,3,7,7,6,7,5,7,3,7,7,7,7,3,3,7,7,4,7,7,3,3,7,3,7,3,,4,British Beekeeping Association,,1,,EN,UK
2019-08-21 16:38:36,2019-08-21 16:49:31,0,92.8.213.155,100,654,1,2019-08-21 16:49:31,R_1mCAITYk64Foh0e,53.361496,-1.5070038,EN,4,171,,36,2,4,18,2,11,modified national,5,11,8,1,9,8,4,3,3,3,1,1,5,5,5,7,7,3,,5,4,3,5,7,7,7,6,5,3,3,6,5,7,5,6,7,7,3,4,6,5,3,6,5,7,4,4,5,BBKA and local association. IBRA,BBKA Modules. annual spring convention ,3,,EN,UK
2019-08-21 17:06:06,2019-08-21 17:14:06,0,98.114.134.190,100,480,1,2019-08-21 17:14:06,R_3Q0s0UYgPirmU1F,39.830002,-75.415497,EN,4,98,41,26,1,4,54,6,4,,5,11,8,1,9,8,2,2,3,2,2,1,5,5,5,4,6,4,3,,3,6,3,7,3,3,5,5,5,3,4,7,7,5,4,7,4,5,7,5,5,6,6,5,7,3,4,4,,,3,,EN,North America
2019-08-22 00:53:29,2019-08-22 01:02:59,0,86.190.70.162,100,569,1,2019-08-22 01:02:59,R_2qsliOcrKHZEcyQ,50.873596,-2.9627075,EN,4,171,,33,2,1,21,5,11,National ,5,11,8,10,9,8,3,3,4,2,2,2,5,5,5,7,5,,7,6,5,3,7,5,3,7,7,5,3,3,5,7,7,7,7,7,7,7,4,7,7,3,7,5,7,7,4,4,BBKA,Local day course from national bee inspectors ,5,,EN,UK
2019-08-22 01:01:51,2019-08-22 01:10:21,0,86.137.249.131,100,509,1,2019-08-22 01:10:21,R_22KUQYn9lDs8usv,54.524307,-1.5503998,EN,4,171,,36,1,3,13,20,11,British National ,5,10,6,1,9,8,,4,4,2,2,2,5,5,5,7,7,7,7,7,5,3,7,7,7,7,7,6,3,5,7,5,6,5,7,7,7,5,7,6,6,3,5,5,7,7,4,,BBKA ,"BBKA advanced Husbandry, BBKA module 3",3,"Uk NBU has shown anti biotic resistance in some EFB strains, treating on results of RNA strain needed",EN,UK
2019-08-22 02:25:26,2019-08-22 02:31:52,0,79.73.178.27,100,386,1,2019-08-22 02:31:53,R_2c7yDQplJEZhZik,53,-2.1833038,EN,4,171,,48,2,3,14,15,11,UK National 14x12,5,11,6,1,9,8,3,3,3,3,2,2,4,5,5,4,6,3,3,5,5,3,7,7,7,7,7,7,3,6,4,3,5,6,5,7,3,5,5,7,3,4,7,3,7,7,4,4,BBKA,BBKA correspondence course - all modules for advanced theory,4,,EN,UK
2019-08-22 04:45:30,2019-08-22 04:56:28,0,86.150.21.90,100,658,1,2019-08-22 04:56:29,R_28YxggKx3L7htZZ,51.632706,-3.9449005,EN,4,171,,38,1,4,17,3,11,British Standard National,5,11,8,1,9,8,2,3,2,1,1,1,5,5,5,5,7,6,5,4,3,6,7,6,6,7,6,7,3,3,6,7,7,7,5,7,7,7,7,7,6,3,6,5,7,7,4,4,BBKA and local branches,,3,We see EFB in the UK and start with shook swarm and destruction of affected comb and sterilisation of boxes. We take cases of AFB more seriously and would destroy the colony I believe.,EN,UK
2019-08-22 05:58:52,2019-08-22 06:04:56,0,81.159.174.251,100,364,1,2019-08-22 06:04:57,R_3eqmEuL3t5RCEfk,53.869507,-1.2532043,EN,4,171,,33,2,4,7,1,11,National,5,11,6,1,9,8,2,2,2,2,1,1,5,5,5,4,5,5,7,3,3,3,7,3,3,7,7,6,3,3,6,7,6,5,3,7,7,7,5,3,3,7,6,3,7,7,4,4,British Beekeeping Association and affiliated local associations,Beginner's course on management of bees,3,,EN,UK
2019-08-22 07:19:14,2019-08-22 07:42:27,0,92.12.239.128,100,1392,1,2019-08-22 07:42:28,R_3izdXukqA2FrHBx,53.788101,-1.6007996,EN,4,171,,36,2,4,10,5,11,BS National,5,11,6,1,9,8,3,3,3,2,2,2,5,5,5,7,7,4,3,7,4,3,7,7,7,7,7,7,3,5,3,5,7,7,7,7,3,7,7,3,3,3,7,3,7,7,4,4,"BBKA, BIBBA, NBU, BeeBase",BBKA module training sessions; NBU Bee Health training; YBKA General Husbandry; BIBBA queen rearing,2,"Once again, the phrasing of the questions is ambiguous, inevitably affecting the answers you will receive.",EN,UK
2019-08-22 08:48:38,2019-08-22 08:56:05,0,86.14.224.139,100,446,1,2019-08-22 08:56:05,R_2w67JUfFpAQ8zHl,53.7939,-1.7521057,EN,4,171,,35,2,1,14,7,11,National,5,11,6,1,9,8,3,4,3,2,2,2,5,5,5,6,6,6,6,5,6,3,7,6,6,6,6,7,3,7,7,4,7,4,3,7,6,6,4,7,7,3,6,3,7,7,4,4,Airedale BKA,"British BKA Modules, Yorkshire BKA Modules",2,,EN,UK
2019-08-22 09:23:18,2019-08-22 09:29:24,0,92.54.153.138,100,366,1,2019-08-22 09:29:25,R_3ly5dsSUK0sH6EU,52.054993,.3132019,EN,4,171,,54,1,4,7,3,11,National,5,11,6,1,9,8,3,3,3,1,1,1,4,4,4,4,6,6,3,4,4,5,6,6,6,6,6,6,6,6,6,6,7,6,7,6,6,6,7,6,6,6,6,6,6,4,4,4,,,3,,EN,UK
2019-08-22 11:10:06,2019-08-22 11:20:21,0,86.15.242.246,100,615,1,2019-08-22 11:20:22,R_PvaFvU58fKF2JSp,51.240601,-.10040283,EN,4,171,,34,1,2,24,3,11,National,5,11,6,1,9,8,4,4,4,3,2,2,5,5,5,6,7,3,5,6,6,3,7,7,7,7,7,7,3,5,7,7,7,7,7,7,7,3,7,5,7,4,6,3,7,7,4,4,"British Beekeepers Association. Bee Farmers Association, National honey Show",British Beekeepers Association Master Beekeeper,5,Some of the answers to previous questions would be different for AFB to EFB but they are lumped together in the question so that is why I have hedged my bets on a few answers. ,EN,UK
2019-08-22 13:12:31,2019-08-22 13:20:10,0,217.180.35.20,100,459,1,2019-08-22 13:20:11,R_277ogYM4WxIpaJv,51.811401,-.11659241,EN,4,171,,58,1,4,11,1,11,National,5,11,4,1,9,8,2,2,2,2,1,1,5,5,5,5,4,4,5,4,4,4,6,4,4,7,6,5,4,3,7,6,7,7,5,7,5,5,6,3,3,4,6,7,6,6,4,4,"BBKA, National Bee Unit, DEFRA, BeeBase","Preparation for BBKA modules 1,2,3,6",2,,EN,UK
2019-08-22 15:24:57,2019-08-22 15:34:09,0,86.153.249.11,100,551,1,2019-08-22 15:34:10,R_1d0TqQI1fLa1OPW,51.392303,-2.3610992,EN,4,171,,42,1,2,9,10,11,BS National,5,11,8,1,9,8,5,4,4,2,1,1,5,5,5,5,6,3,3,6,6,5,5,6,3,3,6,6,5,6,5,7,7,7,4,6,4,4,7,4,4,4,7,4,7,7,4,4,BBKA / Beebase,Basic Beekeepers exam - UK,4,,EN,UK
2019-08-22 16:06:22,2019-08-22 16:13:10,0,90.246.195.173,100,407,1,2019-08-22 16:13:11,R_54qdgD0zVyckFWh,52.2836,-1.5814056,EN,4,171,,40,1,4,6,2,11,WBC,5,11,6,1,9,8,4,4,4,2,1,1,5,5,5,6,7,3,6,3,3,3,6,7,5,7,6,5,3,4,,6,5,,,6,,,,4,,,6,6,6,,4,4,British Beekeepers Association,,3,,EN,UK
2019-08-23 01:36:52,2019-08-23 01:45:19,0,92.31.118.220,100,506,1,2019-08-23 01:45:19,R_PIKoDD2NtKCxOy5,52.600006,-2.0332947,EN,4,171,,41,1,2,12,25,11,national,5,11,6,1,9,8,3,3,3,3,2,2,4,5,5,7,6,3,3,3,5,3,7,7,7,7,7,7,4,5,5,4,7,6,6,7,5,3,7,3,3,3,4,5,7,3,4,4,"BBKA, Shropshire BKA, Oswestry BKA, North Shropshire BKA, Ludlow BKA","BBKA Basic, BBKA General Husbandry, NBU disease day",2,,EN,UK
2019-08-23 04:20:23,2019-08-23 04:25:01,0,87.242.219.6,100,278,1,2019-08-23 04:25:02,R_1gd4jGSRkmlQ2ng,53.373306,-1.9875031,EN,4,171,,48,1,4,7,2,11,National,5,11,6,1,8,11,2,2,2,2,1,1,4,4,4,,,,,,,,6,3,3,5,6,5,3,3,,,,,,,,,,,,,,,,,4,4,"BNBKA, Cheshire Beekeepers",Basic Beekeeping,3,,EN,UK
2019-08-23 04:31:26,2019-08-23 04:42:37,0,86.151.131.46,100,670,1,2019-08-23 04:42:37,R_1k2ggiQn5eRF6m1,53.300598,-2.6607971,EN,4,171,,41,1,2,14,60,11,National,5,11,6,1,9,8,3,3,3,2,1,1,5,5,5,7,7,7,3,5,7,3,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,4,7,3,7,3,7,7,4,5,"Basic, Advanced, Queen Rearing",BBKA,3,,EN,UK
2019-08-23 04:40:30,2019-08-23 04:46:22,0,78.144.150.66,100,352,1,2019-08-23 04:46:23,R_5vf8P9afqZYPrPj,53.479004,-2.1817932,EN,4,171,,30,1,4,7,3,11,National,5,11,6,1,9,8,3,3,3,2,2,2,4,4,4,7,7,6,3,3,6,6,7,7,6,3,3,5,5,4,7,6,7,6,4,7,7,5,6,7,7,3,7,3,7,6,4,4,,Several at County level,4,,EN,UK
2019-08-23 04:42:50,2019-08-23 04:51:43,0,81.155.35.13,100,533,1,2019-08-23 04:51:44,R_3s6quERVUG0KFnA,53.387497,-2.3484955,EN,4,171,,13,1,3,54,10,11,UK national,5,11,4,1,9,8,4,2,2,3,1,2,5,5,5,4,7,5,3,4,4,5,4,7,4,4,5,4,5,7,4,3,6,7,4,7,4,4,7,4,3,3,7,3,7,7,4,5,,,3,,EN,UK
2019-08-23 07:31:46,2019-08-23 07:36:41,0,81.156.224.68,100,295,1,2019-08-23 07:36:42,R_efYfHmiOdXcD6k9,50.929794,-2.9640045,EN,4,171,,37,2,4,15,3,11,national,5,11,8,1,9,8,3,3,3,2,1,1,5,5,5,6,6,,,,,,7,7,7,7,7,7,3,5,6,7,7,,3,7,7,3,7,5,3,3,7,,7,7,4,4,wdbk edbka bbka,attend meetings bbka,2,already get emails from beebase/bee unit/ defra,EN,UK
2019-08-23 07:41:02,2019-08-23 08:06:09,0,92.23.47.13,100,1506,1,2019-08-23 08:06:09,R_3gXBeEjQqJpblfs,50.716705,-2,EN,4,171,,68,1,3,5,2,11,National & WBC,4,11,6,1,9,8,,,,,,,5,5,5,7,7,7,6,6,3,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,7,3,3,3,7,3,7,7,4,5,WDBKA,Bee Health Day - Shillingstone,3,,EN,UK
2019-08-23 08:12:06,2019-08-23 08:26:02,0,86.162.245.65,100,835,1,2019-08-23 08:26:03,R_3nSZPfGmDknHqd2,53.553604,-3.0682068,EN,4,171,,30,1,4,39,15,11,National,5,10,6,1,9,8,4,4,4,2,2,2,5,5,5,7,7,3,3,3,5,3,7,7,3,3,6,5,3,5,7,4,5,5,7,7,7,3,7,3,3,3,7,3,7,7,4,4,BBKA; National Bee Unit; DEFRA.,Microscopy; General Husbandry; Queen Rearing.,5,,EN,UK
2019-08-23 11:32:11,2019-08-23 11:39:40,0,165.120.198.239,100,448,1,2019-08-23 11:39:40,R_3eaYHiNjELg950W,51.649994,.83329773,EN,4,171,,40,2,1,5,2,2,,5,11,6,1,9,8,2,2,2,2,1,1,5,5,5,7,7,3,3,3,7,3,7,7,4,7,7,6,5,4,7,7,7,7,7,7,7,7,7,3,3,3,7,7,7,7,4,4,maldon and dengie bee keeping association,foundation course,3,,EN,UK
2019-08-23 11:35:01,2019-08-23 11:48:21,0,79.65.14.231,100,799,1,2019-08-23 11:48:22,R_1EdrtWdchzb8N5a,52.453995,.050094604,EN,4,171,,32,2,2,12,7,11,National,5,11,4,1,9,8,2,2,2,2,1,1,4,4,4,7,7,6,,,,,,,,,,,,,,,,,,,,,7,,,,,,7,,5,5,Essex Bee Keeping Association. Cambridge Bee Keeping Association,Beginners at both Essex & Cambridge Associations,2,never had EFB or AFB so can't really answer those questions from experience,EN,UK
2019-08-23 12:20:10,2019-08-23 12:30:01,0,90.219.183.161,100,590,1,2019-08-23 12:30:01,R_1GN9sBh8BRmZKIC,53.591507,-2.3930969,EN,4,171,,43,2,3,6,6,11,National & WBC,4,11,7,1,9,9,2,2,2,1,1,1,5,4,5,7,7,7,7,7,6,7,7,7,7,7,7,7,6,7,6,7,7,6,3,7,7,7,7,7,3,5,7,3,6,7,4,4,Wirral Beekeepers -Cheshire Beekeepers Association,WBKA Beginners Course .,5,,EN,UK
2019-08-23 12:34:55,2019-08-23 12:42:54,0,86.177.255.69,100,479,1,2019-08-23 12:42:55,R_BRHLrs74qzucUZr,54.767899,-1.5671997,EN,4,171,,41,3,3,12,2,11,,5,11,1,1,9,8,2,2,2,2,1,1,4,5,5,6,6,6,6,,,,7,7,6,6,7,4,3,3,7,7,7,,6,7,3,7,7,3,3,,5,5,7,6,4,4,Bbka,Local classes,3,I have not been able to get into my hives this year,EN,UK
2019-08-23 13:45:53,2019-08-23 13:58:07,0,86.179.193.166,100,733,1,2019-08-23 13:58:08,R_1rjlG5aiVwN5quB,53.303894,-2.2377014,EN,4,171,,38,2,4,13,14,11,National and WBC hives,5,11,6,1,9,8,3,3,3,3,2,,4,5,5,7,7,7,3,5,6,3,7,6,6,6,6,5,3,5,6,4,7,7,6,7,3,3,7,7,5,3,7,3,7,3,4,4,north staffordshire beekeepers' association,"national bee unit bee health days, microscopy courses organised by BBKA and local beekeeper assocations",3,,EN,UK
2019-08-23 14:46:54,2019-08-23 14:58:34,0,90.208.156.145,100,699,1,2019-08-23 14:58:35,R_3vKoYNkYEoCoTVn,52.026901,-.49569702,EN,4,171,,43,1,3,13,5,"2,6",,5,11,1,1,9,8,1,2,2,1,1,2,3,5,5,,,,,,,,3,4,6,3,5,4,3,3,3,7,7,,,6,,,,,,,,,7,,5,5,"BBKA, BIBBA","Basic Beekeeping (BBKA), various natural beekeeping courses",4,"If one of my hives had EFBor AFB I would immediately contact a bee inspector! In general by NOT opening hives I allow the bees to control disease themselves, with lashings of propolis and optimum temperature control etc; and this has worked so far. But they're not invulnerable superbees, and I DO watch them very closely for signs of stress. I do open hives if there is good reason to.",EN,UK
2019-08-23 17:39:54,2019-08-23 17:45:47,0,77.97.56.131,100,352,1,2019-08-23 17:45:47,R_4NS39Mr3vp5lIc1,51.418594,-.29040527,EN,4,171,,36,1,1,9,4,11,National,5,11,6,1,9,11,2,2,2,1,1,,5,5,5,6,6,7,3,5,3,3,6,7,5,7,6,5,3,4,7,6,7,7,7,7,7,5,7,6,6,3,7,7,7,3,4,4,"British Bee Keeping Association, ",,4,,EN,UK
2019-08-25 03:13:40,2019-08-25 03:22:53,0,151.224.42.27,100,552,1,2019-08-25 03:22:54,R_5vgnrDkTRflCNQ5,51.462296,-2.5502014,EN,4,171,,28,1,1,11,10,11,,5,11,6,1,9,8,4,4,4,2,2,2,4,5,5,6,6,,,6,6,,7,7,,7,7,7,,6,7,7,7,,,7,7,7,7,7,,,7,7,7,,5,5,BBKA,BBKA pests and diseases module,2,The questions re EFB and AFB fail to recognise that in the UK they may be treated differently. Both are notifiable but AFB always results in supervised destruction/burning of the hive  ,EN,UK
2019-08-25 06:21:51,2019-08-25 06:35:07,0,86.147.13.110,100,796,1,2019-08-25 06:35:08,R_2CJmEB1WTwRKyWw,51.421997,-.55450439,EN,4,171,,18,1,1,32,,11,,5,11,8,1,9,8,3,2,2,1,1,1,4,5,5,6,6,3,3,6,3,,6,4,3,5,,,,,,6,,7,6,7,3,6,7,6,5,3,7,3,7,5,4,4,,,2,,EN,UK
2019-08-25 08:20:32,2019-08-25 08:27:11,0,83.240.209.166,100,398,1,2019-08-25 08:27:11,R_1FyWbPS5JdGrDkp,41.133606,-8.6174011,EN,4,171,,61,1,4,6,3,11,"WBC, National",5,11,6,1,9,8,2,2,2,1,1,1,4,4,4,5,3,3,3,3,3,7,7,7,7,7,7,7,7,3,7,7,7,7,5,6,7,4,6,7,7,3,4,5,7,7,4,4,NEWBKA,Beginners Course,4,,EN,UK
2019-08-25 12:05:56,2019-08-25 12:16:07,0,31.127.84.96,100,611,1,2019-08-25 12:16:08,R_1KqfUli2kBwTNNa,51.750107,-1.2920074,EN,4,171,,38,1,4,7,2,11,Commercial,4,11,6,1,9,8,3,3,3,1,1,1,5,5,5,4,4,3,5,6,6,5,7,4,4,7,7,7,6,5,7,7,7,5,5,7,5,7,6,7,,,7,5,7,6,4,4,British Beekeepers Association,Bee Basic Certificate plus training classes,2,,EN,UK
2019-08-25 12:04:31,2019-08-25 12:21:37,0,151.224.42.27,100,1025,1,2019-08-25 12:21:38,R_AodJKIZprNDrs0V,51.462296,-2.5502014,EN,4,171,,23,2,1,14,20,11,British National Standard,5,11,6,1,9,8,4,4,4,2,1,1,5,5,5,7,7,4,3,5,6,3,7,7,4,3,7,6,3,4,7,7,7,7,3,7,7,3,7,3,3,3,7,3,7,7,5,5,British Beekeepers Association,"BBKA Modules 1, 2 3, 6",3,In the Uk both AFB and EFB are notifiable diseases. We have to treat as the Bee Inspector dictates. AFB the colony and equipment is burned. EFB may be destroyed or a shook swarm or rarely antibiotics according to the severity   ,EN,UK
2019-08-25 14:09:31,2019-08-25 14:19:32,0,86.157.143.107,100,601,1,2019-08-25 14:19:33,R_2rkXDdQDNuVPG5a,54.521606,-1.232193,EN,4,171,,47,2,4,9,15,11,smith / national,5,10,7,1,8,,3,3,3,1,1,1,5,5,5,6,6,5,3,3,3,3,7,7,7,7,6,7,5,5,7,7,7,7,6,7,6,6,7,7,7,4,6,7,7,3,4,4,bbka bibba,bibba healthy queen rearing,5,,EN,UK
2019-08-25 14:13:16,2019-08-25 14:21:02,0,217.39.55.48,100,465,1,2019-08-25 14:21:02,R_Zt1eohMAKw9tagN,51.680298,.76719666,EN,4,171,,37,2,1,10,2,11,WBC AND NATIONAL ,5,11,6,1,9,11,2,2,,3,1,1,5,,,3,7,5,7,,3,4,5,7,5,6,6,4,3,3,7,7,7,5,6,7,7,5,7,7,7,5,7,7,7,6,5,5,"BRITISH BEEKEEPING ASSOCIATION, ESSEX BEEKEEPER DENGIE AND MALDON BEEKEEPER ",British Beekeeping Basic beekeeping ,2,,EN,UK
2019-08-25 15:14:02,2019-08-25 15:22:30,0,86.166.119.139,100,507,1,2019-08-25 15:22:30,R_ylOSKKDUKR4HUfn,55.803696,-4.2949066,EN,4,171,,44,1,4,24,12,11,WBC and UK National,5,11,6,1,9,8,3,3,2,2,1,2,4,4,4,5,7,3,3,6,5,3,6,6,5,6,6,5,3,4,5,5,6,5,5,6,5,3,5,7,3,3,6,7,7,6,4,4,BBKA,BBKA Courses and examinations,5,Difficult to answer combined AFB and EFB questions as the treatment is different for them. In the UK we have bee inspectors (government department) who will test and treat brood diseases at no cost to the beekeeper. ,EN,UK
2019-08-25 15:36:14,2019-08-25 15:46:11,0,84.64.10.245,100,596,1,2019-08-25 15:46:11,R_25RtUDp09yEpFfZ,51.488602,-.21620178,EN,4,171,,43,1,3,14,2,11,"Commercial Brood, with National Supers, bottom bee space",5,11,8,1,9,8,3,3,3,2,1,1,4,5,5,7,7,3,,5,5,4,7,7,7,7,7,6,4,3,6,5,7,7,7,7,6,4,7,4,5,4,6,6,7,7,4,4,Essex BKA,"couple of modules, basic and attended couple of health days including microscopy day",3,,EN,UK
2019-08-26 04:16:01,2019-08-26 04:29:12,0,178.78.102.131,100,790,1,2019-08-26 04:29:12,R_1IMmiESZl033mcP,53.749496,-.27259827,EN,4,171,,34,1,4,14,2,11,National,5,11,7,1,9,8,4,4,4,3,1,1,5,5,5,6,7,3,3,6,4,3,7,7,7,7,7,7,3,5,3,3,7,7,3,7,5,7,7,3,3,3,7,7,7,7,4,4,BBKA,Numerous courses provided by my local beekeeping association.  ,2,"In the UK a government agency, the NBU, deal with any suspected outbreak of foul brood - a beekeeper simply notifies the local inspector of any possible incidence and the inspector deals with the problem.  ",EN,UK
2019-08-26 11:17:54,2019-08-26 11:23:32,0,70.26.171.61,100,338,1,2019-08-26 11:23:33,R_3MLO3vvsLgunIol,43.200104,-79.566299,EN,4,7,126,30,3,2,54,30,4,,5,11,8,,9,8,3,3,4,3,3,3,5,5,5,6,7,7,,,6,,6,6,6,6,6,6,6,6,6,6,7,7,6,7,6,6,7,6,6,6,6,,6,7,4,5,,,3,,EN,North America
2019-08-26 11:19:30,2019-08-26 11:25:32,0,137.187.72.111,100,362,1,2019-08-26 11:25:33,R_1q9vIFQNIFhKo4c,38.989304,-77.1586,EN,4,98,23,40,2,4,11,3,4,,5,11,8,1,9,8,3,3,3,1,1,1,5,5,5,7,3,6,3,6,3,3,7,7,6,7,7,6,4,4,7,7,7,7,6,7,7,5,7,7,4,6,6,3,7,7,4,4,EAS,EAS conferences,2,,EN,North America
2019-08-26 11:22:06,2019-08-26 11:28:24,0,137.53.241.5,100,377,1,2019-08-26 11:28:24,R_2PheT0hFpqjJZU4,45.507294,-122.6929,EN,4,98,40,31,1,4,7,2,2,,5,,4,1,9,8,2,2,2,1,1,1,4,4,4,,,,,,,,,,,,,,,,,6,6,,,5,6,,,,,5,7,4,7,4,4,4,"Oregon Beekeepers, Tualitin Valley Beekeepers",Oregon Mater Beekeeper (Apprentice),3,,EN,North America
2019-08-26 11:34:02,2019-08-26 11:40:35,0,71.210.53.13,100,392,1,2019-08-26 11:40:35,R_1Fsav3CNmEIltah,35.990402,-77.846802,EN,4,98,36,41,1,4,19,20,4,,5,11,8,1,9,8,5,5,5,3,1,3,5,5,5,3,3,3,6,6,6,3,5,5,6,7,7,6,4,3,6,7,7,7,7,7,3,3,6,4,4,4,7,3,7,7,4,4,NC State Beekeepers Association,,1,,EN,North America
2019-08-26 11:35:36,2019-08-26 11:43:10,0,12.49.55.182,100,453,1,2019-08-26 11:43:10,R_3VufVi0GovEY5LH,41.315201,-88.610001,EN,4,98,16,39,2,2,8,7,4,,5,11,8,1,8,9,2,2,2,2,1,1,4,4,4,,4,4,3,6,3,4,7,5,4,7,7,7,7,6,7,7,7,3,5,7,7,5,5,3,3,3,7,6,7,7,4,4,"IBA, IVBA, Have an on line mentor","Beginning beekeeper class, 2nd year beekeeper class, Numerous on line classes",2,,EN,North America
2019-08-26 11:46:58,2019-08-26 11:52:45,0,172.58.39.118,100,346,1,2019-08-26 11:52:46,R_3lKZpewjwGz2kl1,37.250702,-121.836,EN,4,98,8,63,1,3,6,,4,,4,11,4,9,9,11,3,2,2,1,1,1,2,3,3,4,5,6,6,5,3,6,5,5,4,6,5,6,4,4,4,5,5,4,5,6,4,4,4,5,5,6,4,5,4,5,4,4,,,5,,EN,North America
2019-08-26 11:52:01,2019-08-26 12:01:03,0,5.151.46.35,100,541,1,2019-08-26 12:01:04,R_2dAwkqv514u2iUG,52.4814,-1.8997955,EN,4,98,9,43,3,2,11,5,"2,4",,4,11,4,1,9,8,4,3,3,3,2,2,5,5,5,5,6,5,3,3,3,3,5,5,5,3,3,3,3,5,6,6,7,6,6,5,7,3,6,6,5,3,6,3,6,7,4,4,"WAS, CSBA",Montana state masters course in beekeeping,3,,EN,North America
