start_date,end_date,resp_type,ip_add,progress,dur_sec,finished,rec_date,resp_ID,loc_lat,loc_long,user_lang,agree,bee_country,bee_region,birth_year,gender,educ_highest,bk_years,est_hives,type_hives,type_hives_text,bee_prof,bee_move,insp_hives,mites,v_know,v_rec,v_cont_use,v_cont2,v_cont3,v_cont4,v_cont5,v_cont6,v_cont7,v_cont8,v_treat,v_med,med_source,med_source_other,v_scrip,v_scrip_cond,med_proc1,med_proc2,med_proc3,med_proc4,med_proc5,med_proc6,med_proc7,oft_noinst,int_bht,int_otc,prof_groups,bee_train,int_bkconn,add_comm,q_lang,region
2019-08-25 05:59:09,2019-08-25 06:11:38,0,90.114.198.192,100,749,1,2019-08-25 06:11:39,R_1ozl4IiPUvjTWFA,46.564407,3.3549042,EN,4,186,,27,1,1,9,3,10,,5,11,4,5,8,5,4,,3,,,,,,1,Oxalic,9,,2,,1,,,,,,,1,4,4,Maldon &Burnham BK A,Basic,3,,EN,Continental Europe
2019-08-25 07:05:07,2019-08-25 07:16:44,0,2.102.37.150,100,696,1,2019-08-25 07:16:44,R_1lgD3DQp87AWmBU,53.392899,-1.5455017,EN,4,171,,47,2,4,14,3,11,National,5,11,8,5,9,6,3,3,4,2,,4,4,4,1,Apiguard gel.  Apivar,4,,2,,1,2,1,1,2,2,2,3,4,4,"Bbka, obka ",Intermediate course,2,,EN,UK
2019-08-25 11:37:53,2019-08-25 11:54:34,0,151.224.42.27,100,1001,1,2019-08-25 11:54:35,R_3s7GuZQrAi96SaB,51.462296,-2.5502014,EN,4,171,,23,2,1,14,20,11,,5,11,8,5,10,6,3,4,4,4,2,4,3,4,1,MAQs Apistan Apiguared ,9,,2,,1,,,1,,1,,2,5,5,British Beekeepers Association,"BBKA Modules 1, 2, 3,  6",3,,EN,UK
2019-08-25 13:19:42,2019-08-25 13:25:38,0,91.125.239.88,100,356,1,2019-08-25 13:25:39,R_2CIWnBZ6Fh6aOMv,51.410797,-.67480469,EN,4,171,,42,1,3,5,2,11,UK National Hive,5,11,6,5,9,6,3,2,4,3,2,,4,4,1,Apivar,6,Beekeeping Supplies retailer,2,,1,2,2,1,2,1,2,3,5,4,BBKA,,2,,EN,UK
2019-08-25 14:02:34,2019-08-25 14:12:24,0,217.39.55.48,100,589,1,2019-08-25 14:12:25,R_1E4Z10DyBWQAFA9,51.680298,.76719666,EN,4,171,,37,2,1,10,2,11,,5,11,8,5,8,6,4,3,4,4,3,3,3,3,1,Apiguard,4,,2,,1,,1,,,1,,2,5,5,"British Beekeeper Association, Essex Beekeeper, Dengie and Maldon Beekeeper ",British Beekeeper Basic beekeeping ,2,,EN,UK
2019-08-25 15:46:33,2019-08-25 15:51:23,0,84.64.10.245,100,290,1,2019-08-25 15:51:24,R_reVvSfLA84llMel,51.488602,-.21620178,EN,4,171,,43,1,3,14,2,11,commercial ,5,11,4,5,9,6,4,,4,4,3,4,4,4,1,Apiguard,6,Beekeeping Suppliers,2,,1,2,2,1,2,1,1,2,4,4,BBKA,health days,3,,EN,UK
2019-08-26 02:04:45,2019-08-26 02:10:11,0,84.68.55.63,100,325,1,2019-08-26 02:10:11,R_2xWczBYBVATYYS4,51.477005,-.19590759,EN,4,171,,41,1,4,6,4,11,WBC,5,11,4,5,9,6,4,,4,4,,,,4,1,apiguard,4,,2,,1,2,1,1,1,1,1,2,4,4,bbka,,4,,EN,UK
2019-08-26 03:53:24,2019-08-26 04:05:57,0,178.78.102.131,100,753,1,2019-08-26 04:05:58,R_3iCHf5OpuD4coyH,53.749496,-.27259827,EN,4,171,,34,1,4,14,2,11,National,5,11,6,5,10,6,3,,4,4,,4,,4,1,"MAQS, Apiguard.",6,Local Supplier of Beekeeping Supplies.,2,,1,2,2,1,2,1,2,2,4,4,BBKA,Numerous courses provided by my local beekeeping association.,2,,EN,UK
2019-08-26 03:59:36,2019-08-26 04:24:41,0,212.139.73.253,100,1504,1,2019-08-26 04:24:42,R_T5UZuxzUDabVAyJ,51.797104,-1.1853943,EN,4,171,,38,1,1,10,6,11,British National,5,11,4,5,9,5,4,2,4,3,,3,,4,1,VarroMed and Apiguard,6,Beekeepers Suppliers,2,,1,1,1,1,2,2,2,3,4,4,Britisk Beekeeping Association,"Queen rearing, Microsposcy, general husbandary, Asian Hornet",2,,EN,UK
2019-08-26 05:01:33,2019-08-26 05:09:29,0,87.102.63.220,100,476,1,2019-08-26 05:09:30,R_2tDyxeZ3ThOxLlw,53.760605,-.37339783,EN,4,171,,38,1,2,5,2,11,National,5,11,6,5,9,6,3,4,4,4,3,3,4,,1,Oxalic Acid,4,,2,,1,2,2,1,1,1,1,2,4,4,Beverley Beekepers Association BBKA,Basic Beekeping Course Beverley Beekeepers,3,,EN,UK
2019-08-26 07:11:43,2019-08-26 07:21:02,0,165.120.134.40,100,559,1,2019-08-26 07:21:02,R_XZDtsi2T9jSnZGV,51.797104,-1.1853943,EN,4,171,,37,1,3,18,2,4,,5,11,8,5,10,6,4,3,4,3,3,4,3,2,1,Apiguard,6,Beekeeping equipment supplier,2,,1,,1,1,,1,,2,4,4,British Beekeepers Association ,BBKA BASIC ASSESSMENT ,3,,EN,UK
2019-08-26 07:54:20,2019-08-26 08:03:51,0,2.120.171.212,100,571,1,2019-08-26 08:03:52,R_2TTrYw4vZ4Y1Byo,51.498993,-.55230713,EN,4,171,,57,2,4,7,4,11,British Standard National ,5,11,8,5,9,5,4,4,4,4,4,4,3,4,1,Oxalic Acid (API-Bioxal) Formic Acid (MAQS & Apivar),6,Thorne - Beekeeping Shop,2,,1,,1,1,1,1,1,2,4,5,"BBKA, Local Association","Basic Assessment, Introduction to Beekeeping ",2,,EN,UK
2019-08-26 11:05:08,2019-08-26 11:12:36,0,70.26.171.61,100,447,1,2019-08-26 11:12:37,R_2ZOW3Uh0GXZsWSu,43.200104,-79.566299,EN,4,7,126,30,3,1,54,30,4,,5,11,4,5,9,6,3,3,4,4,4,4,3,3,1,"Mite-wipe pads single application formic acid , Apivar","5,3",,2,,1,2,1,1,1,1,1,2,4,4,Ontario Beekeepers' Association(OBA)Canadian Honey Council EAS Apimondia ,"OBA , University of Guelph, EAS",2,,EN,North America
2019-08-26 11:07:08,2019-08-26 11:13:27,0,173.79.236.25,100,378,1,2019-08-26 11:13:27,R_UVztRR8YFZhnR2p,38.675903,-77.315697,EN,4,98,49,50,1,4,9,25,4,,5,11,4,5,10,6,3,4,4,4,2,4,4,2,1,"Formic Acid, Oxalic Acid, Thymol, Amitraz","4,6",Beekeeping Supply Store,2,,2,1,1,1,2,1,1,3,4,4,"Easter Apiculture Society, local beekeeping associations (2)","Bee club bee school, bee seminars",3,,EN,North America
2019-08-26 11:08:54,2019-08-26 11:14:01,0,155.109.35.52,100,307,1,2019-08-26 11:14:02,R_1poDTvtOljr39du,27.2621,-80.383499,EN,4,98,22,54,1,3,9,5,4,,5,10,3,5,9,6,3,3,3,3,,3,4,3,2,,,,3,,1,2,1,1,1,1,1,4,4,4,,,2,,EN,North America
2019-08-26 11:05:32,2019-08-26 11:14:34,0,137.187.72.111,100,542,1,2019-08-26 11:14:35,R_u1B5QRyeS9FeZJ7,38.989304,-77.1586,EN,4,98,23,40,2,4,11,3,4,,5,11,4,5,9,6,3,3,4,4,2,4,4,4,1,Apivar,9,,2,,1,2,2,1,1,1,1,3,4,4,,"Local beekeepers short course, EAS conferneces, Bee Healthy Coalition nuc and slits class",2,,EN,North America
2019-08-26 11:05:17,2019-08-26 11:14:54,0,24.158.83.137,100,577,1,2019-08-26 11:14:55,R_XScitkYAsXpHObn,36.524002,-82.516296,EN,4,98,45,41,1,3,46,38,4,,5,11,8,5,11,6,3,2,4,4,2,3,3,4,1,Oxalic Acid Vaporization and MAQS,4,,2,,1,2,1,1,1,1,1,2,4,4,Tennessee Beekeepers Association,"TN Master Beekeeping Class, TN Local Inspectors Class, Virginia Tech Beekeeping Class (1982)",2,,EN,North America
2019-08-26 11:10:43,2019-08-26 11:17:19,0,137.53.241.5,100,396,1,2019-08-26 11:17:19,R_1pEywvgN8He54NX,45.507294,-122.6929,EN,4,98,40,31,1,4,7,2,2,,5,11,3,5,9,6,3,,4,3,,3,3,3,1,hopguard,4,,2,,1,1,1,1,1,1,1,2,4,4,"Oregon Beekeepers, Tualitin Valley Beekeepers",Oregon Master Beekeepers (Apprentice),3,,EN,North America
2019-08-26 11:12:30,2019-08-26 11:19:21,0,209.152.44.211,100,410,1,2019-08-26 11:19:22,R_1DPg95syEVO6o7D,45.524506,-122.6692,EN,4,98,40,44,2,4,16,12,"2,4,6",,5,11,8,5,9,5,3,3,4,4,,4,4,4,1,Apivar Apilife MAQ's ,4,,2,,1,2,1,1,1,1,1,2,4,4,"OSU Master Beekeeping Apprencticeship program, Portland Metro Beekeeping club","Bee Perfect online courses, Bee club Bee day",2,,EN,North America
2019-08-26 11:15:24,2019-08-26 11:20:45,0,172.58.39.118,100,321,1,2019-08-26 11:20:46,R_2SxJOA9jPA9vOdu,37.250702,-121.836,EN,4,98,8,63,1,3,6,20,4,,4,11,3,5,10,5,3,2,4,3,4,3,4,3,1,Essential oils thymol,4,,2,,2,1,1,,1,1,1,2,4,4,,,5,,EN,North America
2019-08-26 11:19:09,2019-08-26 11:25:54,0,174.97.39.105,100,404,1,2019-08-26 11:25:55,R_2tceZhmPG1rWNJQ,39.335999,-84.312599,EN,4,98,38,33,2,4,7,4,4,,5,11,3,5,9,1,3,,4,4,2,4,4,,1,Formic avid.   Apiguard.  Mite Away strips,"5,9",,2,,1,2,1,1,2,2,2,3,4,4,Warren county Beekeepers ,,4,,EN,North America
2019-08-26 11:21:05,2019-08-26 11:28:22,0,71.210.53.13,100,437,1,2019-08-26 11:28:23,R_8HqSHz4EF3zoVtD,35.990402,-77.846802,EN,4,98,36,41,1,4,19,20,4,,5,11,4,5,11,6,3,4,4,4,2,4,4,4,1,"Apiguard, Formic Pro",6,Beekeeping Supply Store,2,,1,2,1,1,2,1,1,4,4,4,NC State Beekeepers Association,,1,,EN,North America
2019-08-26 11:19:58,2019-08-26 11:29:46,0,12.49.55.182,100,587,1,2019-08-26 11:29:46,R_1C76rF0jS0f1UIK,41.315201,-88.610001,EN,4,98,16,39,2,2,8,7,4,,5,11,4,5,9,6,3,4,4,3,2,4,4,4,1,Apivar Life & Mite away quick strips & Hoppguard II,6,Dadant or Manlake - bee supply suppliers,2,,1,2,1,1,1,1,1,3,4,4,Illinois Beekeeping Assosiation & Illinois Valley Beekeeping Association & I have a mentor,"Beginning beekeeping course & on line courses for mites, queen raising, 2nd year beekeeping, ect",2,,EN,North America
2019-08-26 11:33:18,2019-08-26 11:38:22,0,104.129.200.110,100,304,1,2019-08-26 11:38:23,R_2WIPu90WYTMQKfv,34.054398,-118.244,EN,4,98,36,,,4,8,7,4,,5,11,6,5,10,6,3,4,4,4,4,4,3,3,1,"Apiguard, Oxalic Acid, Formic Pro",6,Local Bee Supply Store,2,,1,1,1,1,1,1,1,2,4,4,"NC State Beekeepers Association, Orange County NC Beekeepers Assocation",Beekeeping School,3,,EN,North America
2019-08-26 11:13:18,2019-08-26 11:42:13,0,138.254.133.100,100,1735,1,2019-08-26 11:42:14,R_PtTSz65QhXr7Kud,33.104706,-96.092697,EN,4,98,46,33,1,4,5,2,4,,5,11,8,5,8,1,,,4,3,,,,,1,Oxalic acid ,4,,2,,1,2,1,2,1,2,2,3,4,4,Texas bee keepers ASS.  Collin county hobby beekeepers Ass. (CCHBA),beginner bee keeping only and monthly CCHBA,3,,EN,North America
2019-08-26 11:40:16,2019-08-26 11:46:59,0,5.151.46.35,100,402,1,2019-08-26 11:46:59,R_2bOtR0T0KiEjBqP,52.4814,-1.8997955,EN,4,98,9,43,3,2,11,5,"2,4",,5,11,3,5,11,6,3,3,3,4,2,4,2,2,2,,,,2,,,,,,,,,1,4,4,"WAS, CSBA, ",Montana masters certificate in beekeeping,3,,EN,North America
2019-08-26 11:43:42,2019-08-26 12:13:41,0,99.69.17.83,100,1799,1,2019-08-26 12:13:41,R_1rC7k3qabRW2rqK,35.918198,-79.003502,EN,4,98,36,28,1,3,12,12,"4,11",Horizontal Langstroth. Observation,5,11,3,5,10,6,3,3,4,4,2,4,4,4,1,"Apiguard, oxalic acid vapor, heat treatment",6,Retail store,2,,,1,1,1,1,1,1,2,4,4,"North Carolina State Beekeepers Association,  Chatham County Beekeepers",Chatham County Bee School,3,,EN,North America
2019-08-26 12:11:33,2019-08-26 12:17:15,0,12.8.26.114,100,342,1,2019-08-26 12:17:15,R_XvRqImHL9WQdTWx,26.067093,-80.276802,EN,4,98,12,40,2,2,7,3,4,,5,11,3,5,9,5,2,4,4,3,3,3,4,,2,,,,,,2,2,2,2,2,2,2,3,4,4,"Florida Beekeepers Association, Palm Beach Beekeepers Association, Broward County Beekeepers Association",Bee College,2,"You are assuming that treatment of varroa is the required standard practice, but all treatments do is create resistant varroa. Instead think about breaking the brood pattern and other ways that are not chemical. ",EN,North America
2019-08-26 11:54:49,2019-08-26 12:27:11,0,50.109.118.225,100,1941,1,2019-08-26 12:27:11,R_22lk0TInyLBdejv,40.148697,-88.9627,EN,4,87,,17,1,3,48,5,4,,5,11,4,5,9,6,3,4,4,4,3,4,4,,1,Formic Pro (formic acid) strips,4,,2,,1,2,1,2,1,1,1,3,4,4,"Central Eastern IL Beekeepers' Association, IL Beekeepers Association",U of I Symposiam,1,,EN,North America
2019-08-26 12:40:05,2019-08-26 12:49:33,0,86.173.68.230,100,567,1,2019-08-26 12:49:34,R_1YcTrXN5zNu3sFr,52.641098,-.38240051,EN,4,171,,,1,4,34,30,11,National and 14 by 12,5,10,4,5,10,6,3,4,4,2,3,4,4,4,1,Oxalic acod,4,,2,,1,2,1,2,2,1,1,2,4,5,Peterborough beekeepers association,Bee health national bee centre york,3,,EN,UK
2019-08-26 12:56:09,2019-08-26 13:01:27,0,90.221.151.107,100,317,1,2019-08-26 13:01:27,R_RIzQ6pBHQYHd14t,53.334702,-1.352005,EN,4,171,,44,1,4,20,35,11,National,4,11,4,5,10,6,3,3,4,3,,3,4,3,1,MAQs,4,,2,,1,1,1,1,1,2,2,2,4,4,"BBKA, BIBBA",Several,2,,EN,UK
2019-08-26 13:00:22,2019-08-26 13:11:06,0,109.153.124.195,100,644,1,2019-08-26 13:11:07,R_2ClYaI7tgfQA5cb,51.850098,.3092041,EN,4,171,,33,1,4,11,5,11,UK National,5,11,8,5,9,5,3,4,3,,,3,,,2,,6,not applicable,2,,,,,,,,,2,4,4,BBKA,"Asian Hornet, General Bee Health",2,,EN,UK
2019-08-26 13:06:27,2019-08-26 13:16:15,0,71.79.154.165,100,588,1,2019-08-26 13:16:16,R_1q3XEawadMjLHkh,41.039001,-81.738098,EN,4,98,38,39,2,3,7,4,4,,5,11,8,5,9,5,2,,4,4,,,3,4,2,,,,,,,,,,,,,,,,Tri County Beekeepers Assoc.,Bee conference at OARDC every year,2,,EN,North America
2019-08-26 13:05:40,2019-08-26 13:16:44,0,70.44.111.120,100,663,1,2019-08-26 13:16:44,R_28Njx2Nhm7cXxwF,40.122192,-76.773697,EN,4,98,41,16,1,2,49,11,4,,5,11,8,2,9,6,4,2,4,4,4,3,3,4,1,mite away,6,bee equipment supply businesses,2,,1,,1,2,1,2,2,3,4,4,,,3,,EN,North America
2019-08-26 13:21:39,2019-08-26 13:26:04,0,86.186.90.161,100,265,1,2019-08-26 13:26:05,R_21G52hth2LroQZW,53.799606,-1.0406036,EN,4,171,,57,2,4,7,4,11,British standard national,5,11,6,5,9,6,3,2,3,4,2,3,2,4,1,"Formic acid, amitraz",6,Beekeeping supply shop,2,,1,2,2,1,2,1,1,2,4,4,British beekeeping association,Queen rearing,5,,EN,UK
2019-08-26 13:25:08,2019-08-26 13:33:26,0,35.136.58.130,100,498,1,2019-08-26 13:33:27,R_1IHqUlhMtvoWELx,27.474899,-82.618599,EN,4,98,12,37,1,3,9,2,4,,5,11,3,5,9,5,4,4,4,4,4,4,4,4,2,,6,Don't treat for Varroa,,,2,1,1,1,1,1,1,2,4,4,Former member of Suncoast Beekeepers Club,"Univ of Florida Bee College, around 2009",5,,EN,North America
2019-08-26 13:29:23,2019-08-26 13:34:31,0,82.46.1.69,100,308,1,2019-08-26 13:34:32,R_12Rsfez6Ixgo0fC,52.416702,-1.7832947,EN,4,171,,41,2,3,9,2,4,,5,11,6,5,10,6,4,3,4,3,,4,3,,2,,,,2,,,,,,,,,3,4,4,BBKA NBU,Healthy Hive days,5,"NBU does vetrenarin checks, local clubs and BBKA give support and knoweledge ",EN,UK
2019-08-26 13:19:23,2019-08-26 13:38:42,0,213.119.67.182,100,1158,1,2019-08-26 13:38:43,R_3ISrQoBT9Ne0vec,50.889008,3.427597,NL,4,185,,36,1,3,11,24,11,Simplex,5,11,4,5,10,6,3,4,4,4,4,4,4,4,1,Oxaalzuur,6,Imkershop,1,,1,1,1,2,1,1,1,3,4,4,De Mandelbie/Roeselare - De Kasteelbie/Ingelmunster - Deinse Imkersbond/Deinze + KonVIB/Vlaanderen,Imkeropleiding 3 jaar - opleiding Koninginnenteelt,2,,NL,Continental Europe
2019-08-26 13:41:41,2019-08-26 13:48:31,0,146.168.45.204,100,410,1,2019-08-26 13:48:32,R_oXcN1S2J3QH3bVf,41.067993,-76.085701,EN,4,98,41,31,1,2,11,37,4,,5,11,4,5,9,6,4,2,4,3,3,3,4,4,1,"oxalic acid, formic acid",4,,2,,1,2,1,1,1,1,1,4,4,4,"EAS, ABF, PA State beekeepers Assoc.",,3,,EN,North America
2019-08-26 13:51:28,2019-08-26 14:05:04,0,24.131.12.181,100,816,1,2019-08-26 14:05:05,R_2abKf6gqzSXZflW,37.253204,-80.4347,EN,4,98,49,31,1,4,50,10,4,,5,11,3,5,11,6,3,3,4,4,,4,4,3,1,"Formic acid gels (only use if mite levels above my threshold, most years I donât treat)",6,Bee supply company ,2,,2,1,2,2,1,2,1,3,5,5,"Eastern Apiculture Society, AAPA, state associations",Helped teach numerous training courses,2,,EN,North America
2019-08-26 14:24:14,2019-08-26 14:32:42,0,66.173.93.94,100,507,1,2019-08-26 14:32:42,R_PvnOIGkXIhUocW5,46.988403,-94.503304,EN,4,98,26,46,2,4,17,2,4,,5,11,4,5,10,6,3,4,4,4,,3,3,4,1,"Formic Pro, ApiLife Var, HopGuard",6,Beekeeping Supply Company,2,,1,2,1,1,1,2,2,2,4,4,North Central Beekeepers Association in Central MN,,2,,EN,North America
2019-08-26 15:46:46,2019-08-26 15:51:22,0,205.159.71.126,100,276,1,2019-08-26 15:51:23,R_2YDiCOBtdQ9B3gi,33.466293,-86.807999,EN,4,98,4,54,1,3,7,5,4,,5,11,3,5,9,1,3,3,3,3,,3,2,4,1,Apivar Strips,4,,2,,1,2,2,1,2,2,2,2,5,4,Jefferson County (AL) Beekeeper Association,Beginner course by local extension program,1,,EN,North America
2019-08-26 16:28:36,2019-08-26 16:47:37,0,109.152.92.35,100,1141,1,2019-08-26 16:47:38,R_2QJm1ZEeUF7j3DS,52.566696,-2.0666962,EN,4,171,,41,2,2,11,10,11,national,5,11,8,5,9,6,4,3,4,4,,4,4,4,1,"Apigard, maqs, apibioxal",6,Beekeeping suppliers,2,,1,1,1,1,2,2,1,2,4,4,BBKA,"BBKA Basic, Modules 1,2 and 3",2,,EN,UK
2019-08-26 16:48:00,2019-08-26 16:57:32,0,107.77.225.68,100,572,1,2019-08-26 16:57:33,R_28S6WLG4DgLqgiG,40.849396,-73.901604,EN,4,98,48,44,1,3,31,70,4,,5,10,4,5,10,6,3,3,4,3,3,4,3,4,1,"Formic acid, oxalic acid, HopGuard",6,"Beekeeping supply companies, and make my own",2,,1,2,2,1,1,2,2,3,5,5,"Eastern Apicultural Society. Vermont Beekeepers Association, Apimondia, Addison County Beekeepers Assoc., Southern Adirondak Beekeepers, etc...",Only taken workshops,1,,EN,North America
2019-08-26 17:56:28,2019-08-26 18:20:05,0,96.36.4.18,100,1417,1,2019-08-26 18:20:06,R_Ub7XbyYePTZjoAN,44.575607,-85.526199,EN,4,98,17,31,1,3,9,30,4,,5,10,4,5,9,6,3,3,4,4,,4,4,4,1,"Aprivar, Oxalic acid, Mite away quick strips",4,,2,,1,2,1,1,1,1,1,2,4,4,"Beekeepers of Indiana, Perry Co. Beekeepers, American Beekeeping Federation","Queen Rearing, numerous bee conferences, wintering bees",3,,EN,North America
2019-08-26 18:17:06,2019-08-26 18:28:27,0,99.74.47.244,100,681,1,2019-08-26 18:28:27,R_216exT9GuOlQLrS,41.434204,-81.804398,EN,4,98,38,45,3,3,13,16,4,,5,11,4,5,10,6,3,4,4,4,3,4,4,4,2,,,,2,,1,,1,1,1,1,1,3,4,4,"Ohio State Beekeepers Assoc., Greater Cleveland Beekeepers Assoc., Tri-County Beekeepers Assoc., Lorain County Beekeepers Assoc., Medina County Beekeepers Assoc., Sandusky River Valley Beekeepers Assoc., Geauga County Beekeepers Assoc","Eastern Apiculture Conference Galloway NJ, Ohio State Beekeepers Assoc Conference ( 5 years), Tri-County Beekeepers Assoc Spring Workshop (6 years)",2,"I do not consider oxalic acid or formic acid medicine, but do use these products as parts of my integrated pest management strategy",EN,North America
2019-08-26 18:26:31,2019-08-26 18:32:24,0,8.40.48.8,100,353,1,2019-08-26 18:32:25,R_yC3IEnEmw6XeCWZ,36.377594,-81.487198,EN,4,98,36,35,3,4,9,30,"4,11",horizontial hive,5,11,4,5,9,6,3,4,4,4,4,4,4,4,1,,,,2,,1,2,1,1,2,2,1,2,4,4,,,3,,EN,North America
2019-08-26 18:23:38,2019-08-26 18:33:56,0,98.212.195.116,100,617,1,2019-08-26 18:33:56,R_cYXIjfgXWbYp4A1,42.022095,-88.170502,EN,4,98,16,36,1,2,34,45,4,,,10,4,5,9,6,3,4,4,4,3,4,4,4,1,"Apiguard, Oxalic Acid ",6,Bee supply house,2,,1,2,1,1,1,1,1,2,4,4,"ABF, American Honey Producers, EAS, WAS, HAS, Illinois Beekeepers Association, Beekeepers of Indiana, ",Yearly meetings from the above,2,,EN,North America
2019-08-26 18:33:24,2019-08-26 18:42:12,0,69.118.58.16,100,527,1,2019-08-26 18:42:12,R_1QtHeMH3IOeBm4J,40.810806,-73.366699,EN,4,98,35,42,1,1,6,5,4,,5,11,8,5,9,6,4,3,4,4,3,4,4,4,1,"Formic Pro,   oxalic Acid, Apiguard,  Essential Oils",4,,2,,1,2,1,1,1,1,1,2,4,4,"LIBC, Virgina State Beekeeping Association, EAS","Beginners, intermediate, one day sessions,workshops",3,,EN,North America
2019-08-26 19:18:39,2019-08-26 19:26:21,0,71.30.64.82,100,462,1,2019-08-26 19:26:22,R_33sbE3uzyCT1Wel,33.973907,-81.234497,EN,4,98,36,37,2,3,9,15,4,,5,11,4,5,9,6,3,4,4,4,4,4,3,3,1,"Apiguard, Oxalic Acid, Formic Pro",4,,2,,1,2,1,1,2,1,1,2,4,5,"Rowan County Beekeepers Association, North Carolina State Beekeepers Association","Basic Beekeeping Course, State conferences, monthly beekeeping meetings",3,,EN,North America
2019-08-26 19:23:39,2019-08-26 19:37:27,0,216.9.163.79,100,827,1,2019-08-26 19:37:28,R_Z3Hqtn1J4mLJMhX,40.024796,-79.080803,EN,4,98,41,42,2,3,8,4,4,,5,11,8,5,9,6,3,4,4,,2,,4,4,1,"oxalic acid, formic pro strips",4,,2,,1,2,1,1,1,1,1,2,4,4,"PA State Beekeepers Association, EAS, honeybeehealth coalilition","Beginning Beekeepers class at Allegheny College, various seminars ie. queen rearing & grafting, etc",2,,EN,North America
2019-08-26 19:53:43,2019-08-26 20:00:39,0,24.130.3.204,100,415,1,2019-08-26 20:00:39,R_xobsY8C6NgAPKbn,37.720093,-121.919,EN,4,98,8,40,2,3,6,4,4,,5,11,4,5,9,6,3,3,4,4,,4,4,,1,"oxalic acid/glycerin solution soaked into shop towels, Apivar, Hop-Guard","3,4",,2,,1,2,1,1,1,1,1,2,4,5,"Alameda County Beekeepers Association, Mount Diablo Beekeepers Association","Randy Oliver seminar (scientificbeekeeping.com), UC Davis Honey and Pollination Center, EL NiÃ±o Bee Lab @UC Davis",4,,EN,North America
2019-08-26 19:57:56,2019-08-26 20:21:59,0,162.226.239.38,100,1442,1,2019-08-26 20:21:59,R_sjaVvvHaASTReJX,44.497498,-88.032402,EN,4,98,52,29,1,4,13,14,4,,5,11,3,5,9,6,3,3,4,4,,3,2,4,1,"Apigard, Formic Proc, Oxalic Vapor",9,,2,,1,2,1,1,1,1,1,2,4,4,Wisconsin Honey Producers Association,"Univ of Minnesota, Wintering bees in the north",4,,EN,North America
2019-08-26 20:27:46,2019-08-26 20:39:56,0,68.45.27.155,100,729,1,2019-08-26 20:39:56,R_3nrd7gWvybUBbGR,39.139694,-86.514099,EN,4,98,17,33,2,1,21,3,4,,5,11,4,5,9,6,,3,4,4,4,4,4,,1,ApiLifeVar,6,Mailed to me from Veto-pharma,2,,1,1,2,1,1,1,2,3,4,4,"The Beekeepers of Indiana, Bee Town Bee Club, Bedford Beekeepers, 10âoclock Beekeepers ",,3,,EN,North America
2019-08-26 20:38:39,2019-08-26 20:44:30,0,70.188.59.48,100,351,1,2019-08-26 20:44:30,R_2v2Fh2w12OhlAfz,37.255493,-80.053101,EN,4,98,49,57,2,4,8,2,4,,5,11,4,5,8,1,2,3,4,4,,4,4,4,1,Mite away quick strips,5,,2,,1,2,1,2,1,1,1,2,4,4,,,3,,EN,North America
2019-08-26 22:41:17,2019-08-26 23:04:37,0,207.144.102.137,100,1400,1,2019-08-26 23:04:38,R_3DnLcpJAH5QuIHZ,32.460495,-83.728302,EN,4,98,13,27,2,4,9,2,4,,5,11,3,5,10,6,3,4,4,4,4,4,4,3,1,"Hopgard, Apivar,",6,Beekeeping companies online ,2,,1,2,1,1,2,2,1,4,4,5,"Local Beekeepers Club, Georgia Beekeepers Associatio",Beekeeper Certification through the University of Georgia,3,"My partner and I have had loss each year to pesticide and loss of queens. We had 5 thriving hives this year and last us each year have gone into winter with 1 or 2 hives. We donât neglect our bees but also donât inspect them weekly either. The hives are clean, free of excess grass, are on stands well off the ground with ant moats under each stand leg. Our bees have an ample water source and food sources. There are pecan trees and crops in the area which are treated with chemicals. We love our bees but the loses are very discouraging. ",EN,North America
2019-08-26 23:26:57,2019-08-26 23:39:10,0,130.180.218.46,100,732,1,2019-08-26 23:39:10,R_30nKXTlOMimBtxY,50.449997,30.5233,EN,4,160,,38,1,1,51,50,"4,10",,4,11,8,5,10,6,,3,3,2,2,3,2,2,1,varostop,"1,4",,1,,1,2,1,1,2,1,2,1,5,4,Ukraine beekeeping assotiation,,1,,EN,
2019-08-27 00:15:38,2019-08-27 00:38:36,0,2.25.77.70,100,1378,1,2019-08-27 00:38:37,R_3MGQRfBjjhMumel,52.531799,-1.5769043,EN,4,171,,40,2,2,13,10,11,British National,5,10,4,5,9,6,3,3,4,3,2,4,3,4,1,"MAQS! ApiBioxal, Apiguard",6,Commercial Bee Equipment Supplier,2,,1,2,1,1,2,2,2,3,4,4,BBKA,"Queen rearing, Bee Diseases, Adult Bee Diseases, Pollen, Beyond the Basics",1,,EN,UK
2019-08-27 00:58:07,2019-08-27 01:06:04,0,185.65.122.110,100,476,1,2019-08-27 01:06:05,R_O6BoejSylvYPIxH,44.778397,17.193893,EN,4,174,,48,2,4,19,15,4,,5,11,4,5,11,6,3,,,3,4,4,3,3,1,"Amitraz, Formic, Kumaphos, ",5,,2,,1,2,1,1,1,2,2,4,4,4,SUPRS,"I am lecturer, N/A",5,,EN,Continental Europe
